"symbol","update_date","company_name","last_sale","net_change","percent_change","market_cap_m","volume_t","ipo_year","country","sector","industry","bnw_symbol","zck_symbol","prn_symbol","update_time"
"CPRX","2022-05-09","Catalyst Pharmaceuticals Inc. Common Stock",6.54,-0.68,-9.418,672,2947,2006,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CPRX","CPRX","CPRX","16:30:04"
"CPSH","2022-05-09","CPS Technologies Corp. Common Stock",3.53,-0.53,-13.054,50,290,NULL,"United States","","","CPSH","CPSH","CPSH","16:30:04"
"CPSI","2022-05-09","Computer Programs and Systems Inc. Common Stock",31.48,-0.52,-1.625,465,82,2002,"United States","Technology","EDP Services","CPSI","CPSI","CPSI","16:30:04"
"CPSS","2022-05-09","Consumer Portfolio Services Inc. Common Stock",15.09,1.08,7.709,318,485,1992,"United States","Finance","Diversified Financial Services","CPSS","CPSS","CPSS","16:30:04"
"CPTN","2022-05-09","Cepton Inc. Common Stock",2.65,-0.21,-7.343,408,246,2021,"United States","Technology","Computer Software: Prepackaged Software","CPTN","CPTN","CPTN","16:30:04"
"CRAI","2022-05-09","CRA International Inc. Common Stock",81.54,-1.47,-1.771,601,39,1998,"United States","Miscellaneous","Other Consumer Services","CRAI","CRAI","CRAI","16:30:04"
"CRBU","2022-05-09","Caribou Biosciences Inc. Common Stock",6.67,-0.66,-9.004,404,514,2021,"United States","Consumer Durables","Specialty Chemicals","CRBU","CRBU","CRBU","16:30:04"
"CRCT","2022-05-09","Cricut Inc. Class A Common Stock",11.16,-0.84,-7.0,2477,326,2021,"United States","Capital Goods","Wholesale Distributors","CRCT","CRCT","CRCT","16:30:04"
"CRDF","2022-05-09","Cardiff Oncology Inc. Common Stock",1.24,-0.08,-6.061,53,517,NULL,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","CRDF","CRDF","CRDF","16:30:04"
"CRDL","2022-05-09","Cardiol Therapeutics Inc. Class A Common Shares",1.1,-0.17,-13.386,68,349,NULL,"Canada","","","CRDL","CRDL","CRDL","16:30:04"
"CRDO","2022-05-09","Credo Technology Group Holding Ltd Ordinary Shares",9.74,-0.97,-9.057,1410,346,2022,"United States","","","CRDO","CRDO","CRDO","16:30:04"
"CRECU","2022-05-09","Crescera Capital Acquisition Corp Unit",10.06,0.03,0.299,0,0,2021,"Brazil","","","CRECU","CRECU","CRECU","16:30:04"
"CREG","2022-05-09","Smart Powerr Corp. Common Stock",4.46,-0.13,-2.832,31,23,NULL,"China","Energy","Power Generation","CREG","CREG","CREG","16:30:04"
"CRESY","2022-05-09","Cresud S.A.C.I.F. y A. American Depositary Shares",6.08,-0.59,-8.846,358,453,1997,"Argentina","Finance","Real Estate","CRESY","CRESY","CRESY","16:30:04"
"CRGE","2022-05-09","Charge Enterprises Inc. Common Stock",3.43,-1.6,-31.809,512,1259,NULL,"United States","Technology","EDP Services","CRGE","CRGE","CRGE","16:30:04"
"CRIS","2022-05-09","Curis Inc. Common Stock",0.85,-0.02,-2.515,78,1153,NULL,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","CRIS","CRIS","CRIS","16:30:04"
"CRKN","2022-05-09","Crown Electrokinetics Corp. Common Stock",1.0,-0.03,-2.913,14,34,NULL,"United States","","","CRKN","CRKN","CRKN","16:30:04"
"CRMD","2022-05-09","CorMedix Inc. Common Stock",3.08,-0.26,-7.784,119,342,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CRMD","CRMD","CRMD","16:30:04"
"CRMT","2022-05-09","America's Car-Mart Inc Common Stock",83.52,-1.58,-1.857,537,63,NULL,"United States","Consumer Services","Other Specialty Stores","CRMT","CRMT","CRMT","16:30:04"
"CRNC","2022-05-09","Cerence Inc. Common Stock",26.47,-2.25,-7.834,1036,660,NULL,"United States","Technology","EDP Services","CRNC","CRNC","CRNC","16:30:04"
"CRNT","2022-05-09","Ceragon Networks Ltd. Ordinary Shares",1.8,-0.09,-4.762,151,451,NULL,"Israel","Technology","Radio And Television Broadcasting And Communications Equipment","CRNT","CRNT","CRNT","16:30:04"
"CRNX","2022-05-09","Crinetics Pharmaceuticals Inc. Common Stock",16.49,-1.54,-8.541,881,352,2018,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CRNX","CRNX","CRNX","16:30:04"
"CRON","2022-05-09","Cronos Group Inc. Common Share",2.83,-0.13,-4.392,1062,3981,NULL,"Canada","","","CRON","CRON","CRON","16:30:04"
"CROX","2022-05-09","Crocs Inc. Common Stock",54.22,-6.65,-10.925,3338,3117,2006,"United States","Consumer Non-Durables","Shoe Manufacturing","CROX","CROX","CROX","16:30:04"
"CRSP","2022-05-09","CRISPR Therapeutics AG Common Shares",43.22,-4.79,-9.977,3345,2198,2016,"Switzerland","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","CRSP","CRSP","CRSP","16:30:04"
"CRSR","2022-05-09","Corsair Gaming Inc. Common Stock",15.62,-0.03,-0.192,1489,2603,2020,"United States","Technology","Computer Manufacturing","CRSR","CRSR","CRSR","16:30:04"
"CRTD","2022-05-09","Creatd Inc. Common Stock",0.78,-0.09,-10.345,15,253,NULL,"United States","Consumer Services","Publishing","CRTD","CRTD","CRTD","16:30:04"
"CRTO","2022-05-09","Criteo S.A. American Depositary Shares",24.97,-0.96,-3.702,1517,332,2013,"France","Technology","Advertising","CRTO","CRTO","CRTO","16:30:04"
"CRTX","2022-05-09","Cortexyme Inc. Common Stock",3.28,-0.25,-7.082,98,347,2019,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","CRTX","CRTX","CRTX","16:30:04"
"CRUS","2022-05-09","Cirrus Logic Inc. Common Stock",75.98,-3.09,-3.908,4352,518,1989,"United States","Technology","Semiconductors","CRUS","CRUS","CRUS","16:30:04"
"CRVL","2022-05-09","CorVel Corp. Common Stock",151.35,-0.59,-0.388,2666,36,NULL,"United States","Finance","Specialty Insurers","CRVL","CRVL","CRVL","16:30:04"
"CRVS","2022-05-09","Corvus Pharmaceuticals Inc. Common Stock",1.12,-0.15,-11.811,52,536,2016,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CRVS","CRVS","CRVS","16:30:04"
"CRWD","2022-05-09","CrowdStrike Holdings Inc. Class A Common Stock",143.75,-21.06,-12.778,33172,9213,2019,"United States","Technology","EDP Services","CRWD","CRWD","CRWD","16:30:04"
"CRWS","2022-05-09","Crown Crafts Inc Common Stock",6.07,-0.02,-0.328,61,5,NULL,"United States","","","CRWS","CRWS","CRWS","16:30:04"
"CRZN","2022-05-09","Corazon Capital V838 Monoceros Corp Class A Ordinary Shares",9.8,0.01,0.102,249,10,2021,"United States","Finance","Business Services","CRZN","CRZN","CRZN","16:30:04"
"CSBR","2022-05-09","Champions Oncology Inc. Common Stock",7.23,-0.11,-1.564,97,18,NULL,"United States","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","CSBR","CSBR","CSBR","16:30:04"
"CSCO","2022-05-09","Cisco Systems Inc. Common Stock (DE)",48.96,-0.37,-0.75,203388,22264,1990,"United States","Technology","Computer Communications Equipment","CSCO","CSCO","CSCO","16:30:04"
"CSGP","2022-05-09","CoStar Group Inc. Common Stock",58.06,-1.05,-1.776,23004,2614,1998,"United States","Finance","Real Estate","CSGP","CSGP","CSGP","16:30:04"
"CSGS","2022-05-09","CSG Systems International Inc. Common Stock",58.26,0.72,1.251,1896,170,1996,"United States","Technology","EDP Services","CSGS","CSGS","CSGS","16:30:04"
"CSII","2022-05-09","Cardiovascular Systems Inc. Common Stock",14.46,-0.85,-5.552,586,442,1981,"United States","Health Care","Medical/Dental Instruments","CSII","CSII","CSII","16:30:04"
"CSIQ","2022-05-09","Canadian Solar Inc. Common Shares (BC)",25.69,-2.43,-8.642,1648,839,2006,"China","","","CSIQ","CSIQ","CSIQ","16:30:04"
"CSLM","2022-05-09","Consilium Acquisition Corp I Ltd. Class A Ordinary Share",9.81,0.0,0.0,232,5,2022,"United States","","","CSLM","CSLM","CSLM","16:30:04"
"CSLMU","2022-05-09","Consilium Acquisition Corp I Ltd. Unit",10.05,-0.01,-0.085,0,4,2022,"United States","","","CSLMU","CSLMU","CSLMU","16:30:04"
"CSPI","2022-05-09","CSP Inc. Common Stock",7.01,-0.21,-2.909,31,4,1982,"United States","Technology","EDP Services","CSPI","CSPI","CSPI","16:30:04"
"CSQ","2022-05-09","Calamos Strategic Total Return Common Stock",14.36,-0.79,-5.215,2258,537,2004,"United States","Finance","Finance Companies","CSQ","CSQ","CSQ","16:30:04"
"CSSE","2022-05-09","Chicken Soup for the Soul Entertainment Inc. Class A Common Stock",8.36,-1.23,-12.826,105,211,2017,"United States","Consumer Services","Movies/Entertainment","CSSE","CSSE","CSSE","16:30:04"
"CSSEN","2022-05-09","Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025",24.79,0.09,0.364,0,18,NULL,"United States","Consumer Services","Movies/Entertainment","CSSEN","CSSEN","CSSEN","16:30:04"
"CSTE","2022-05-09","Caesarstone Ltd. Ordinary Shares",8.63,-0.09,-1.032,297,135,2012,"Israel","Capital Goods","Multi-Sector Companies","CSTE","CSTE","CSTE","16:30:04"
"CSTL","2022-05-09","Castle Biosciences Inc. Common Stock",19.17,-1.98,-9.362,503,557,2019,"United States","Health Care","Medical Specialities","CSTL","CSTL","CSTL","16:30:04"
"PTRS","2022-05-09","Partners Bancorp Common Stock",9.02,-0.01,-0.055,162,6,NULL,"United States","Finance","Major Banks","PTRS","PTRS","PTRS","16:30:06"
"CSTR","2022-05-09","CapStar Financial Holdings Inc. Common Stock",20.43,0.11,0.541,454,43,2016,"United States","Finance","Major Banks","CSTR","CSTR","CSTR","16:30:04"
"CSWC","2022-05-09","Capital Southwest Corporation Common Stock",23.0,-0.52,-2.211,550,118,NULL,"United States","Finance","Finance/Investors Services","CSWC","CSWC","CSWC","16:30:04"
"CSWI","2022-05-09","CSW Industrials Inc. Common Stock",106.02,0.62,0.588,1677,31,NULL,"United States","Basic Industries","Home Furnishings","CSWI","CSWI","CSWI","16:30:04"
"CSX","2022-05-09","CSX Corporation Common Stock",33.63,-1.15,-3.306,73120,16722,NULL,"United States","Transportation","Railroads","CSX","CSX","CSX","16:30:04"
"CTAQ","2022-05-09","Carney Technology Acquisition Corp. II Class A Common Stock",9.84,0.0,-0.05,503,9,2021,"United States","Finance","Diversified Financial Service","CTAQ","CTAQ","CTAQ","16:30:04"
"CTAS","2022-05-09","Cintas Corporation Common Stock",374.23,-9.71,-2.529,38293,522,1983,"United States","Miscellaneous","Business Services","CTAS","CTAS","CTAS","16:30:04"
"CTBI","2022-05-09","Community Trust Bancorp Inc. Common Stock",41.15,0.9,2.236,735,64,NULL,"United States","Finance","Major Banks","CTBI","CTBI","CTBI","16:30:04"
"CTG","2022-05-09","Computer Task Group Inc. Common Stock",8.64,-0.44,-4.846,132,57,NULL,"United States","Technology","EDP Services","CTG","CTG","CTG","16:30:04"
"CTHR","2022-05-09","Charles & Colvard Ltd Common Stock",1.45,0.04,2.986,44,97,1997,"United States","Consumer Non-Durables","Consumer Specialties","CTHR","CTHR","CTHR","16:30:04"
"CTIB","2022-05-09","Yunhong CTI Ltd. Common Stock",0.8,-0.07,-7.63,4,101,1997,"United States","Miscellaneous","Diversified Commercial Services","CTIB","CTIB","CTIB","16:30:04"
"CTIC","2022-05-09","CTI BioPharma Corp. (DE) Common Stock",4.1,-0.61,-12.872,413,3959,1997,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CTIC","CTIC","CTIC","16:30:04"
"CTKB","2022-05-09","Cytek Biosciences Inc. Common Stock",7.82,-0.97,-11.035,1049,493,2021,"United States","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","CTKB","CTKB","CTKB","16:30:04"
"CTLP","2022-05-09","Cantaloupe Inc. Common Stock",4.77,-0.5,-9.488,339,311,NULL,"United States","Technology","EDP Services","CTLP","CTLP","CTLP","16:30:04"
"CTMX","2022-05-09","CytomX Therapeutics Inc. Common Stock",1.52,-0.1,-6.173,99,1035,2015,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CTMX","CTMX","CTMX","16:30:04"
"CTRE","2022-05-09","CareTrust REIT Inc. Common Stock",16.63,-0.48,-2.805,1613,886,NULL,"United States","Consumer Services","Real Estate Investment Trusts","CTRE","CTRE","CTRE","16:30:04"
"CTRM","2022-05-09","Castor Maritime Inc. Common Shares",1.76,-0.16,-8.333,166,2499,NULL,"Cyprus","Transportation","Marine Transportation","CTRM","CTRM","CTRM","16:30:04"
"CTRN","2022-05-09","Citi Trends Inc. Common Stock",29.12,0.5,1.747,252,422,2005,"United States","","","CTRN","CTRN","CTRN","16:30:04"
"CTSH","2022-05-09","Cognizant Technology Solutions Corporation Class A Common Stock",76.28,0.76,1.006,39754,4510,1998,"United States","Technology","EDP Services","CTSH","CTSH","CTSH","16:30:04"
"CTSO","2022-05-09","Cytosorbents Corporation Common Stock",1.88,0.02,1.075,81,239,NULL,"United States","Health Care","Medical/Dental Instruments","CTSO","CTSO","CTSO","16:30:04"
"CTXR","2022-05-09","Citius Pharmaceuticals Inc. Common Stock",0.94,-0.1,-9.452,137,2907,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CTXR","CTXR","CTXR","16:30:04"
"CTXS","2022-05-09","Citrix Systems Inc. Common Stock",100.09,-0.91,-0.901,12669,1406,1995,"United States","Technology","Computer Software: Prepackaged Software","CTXS","CTXS","CTXS","16:30:04"
"CUE","2022-05-09","Cue Biopharma Inc. Common Stock",4.01,0.08,2.036,141,355,2018,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CUE","CUE","CUE","16:30:04"
"CUEN","2022-05-09","Cuentas Inc. Common Stock",0.88,-0.11,-11.463,13,17,NULL,"United States","Technology","Computer Software: Prepackaged Software","CUEN","CUEN","CUEN","16:30:04"
"CULL","2022-05-09","Cullman Bancorp Inc. Common Stock",11.11,-0.48,-4.141,82,2,2021,"United States","Finance","Savings Institutions","CULL","CULL","CULL","16:30:04"
"CURI","2022-05-09","CuriosityStream Inc. Class A Common Stock",1.89,-0.18,-8.696,99,449,2020,"United States","Consumer Services","Broadcasting","CURI","CURI","CURI","16:30:04"
"CUTR","2022-05-09","Cutera Inc. Common Stock",51.42,-8.08,-13.58,932,662,2004,"United States","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","CUTR","CUTR","CUTR","16:30:04"
"CVAC","2022-05-09","CureVac N.V. Ordinary Shares",15.36,-0.28,-1.79,2872,975,2020,"Germany","Health Care","Biotechnology: Pharmaceutical Preparations","CVAC","CVAC","CVAC","16:30:04"
"CVBF","2022-05-09","CVB Financial Corporation Common Stock",23.74,0.04,0.169,3362,693,NULL,"United States","Finance","Major Banks","CVBF","CVBF","CVBF","16:30:04"
"CVCO","2022-05-09","Cavco Industries Inc. Common Stock When Issued",238.53,-3.94,-1.625,2185,33,NULL,"United States","Basic Industries","Homebuilding","CVCO","CVCO","CVCO","16:30:04"
"CVCY","2022-05-09","Central Valley Community Bancorp Common Stock",18.0,-0.51,-2.755,211,38,NULL,"United States","Finance","Major Banks","CVCY","CVCY","CVCY","16:30:04"
"CVET","2022-05-09","Covetrus Inc. Common Stock",14.3,-1.15,-7.443,1981,769,NULL,"United States","Health Care","Other Pharmaceuticals","CVET","CVET","CVET","16:30:04"
"CVGI","2022-05-09","Commercial Vehicle Group Inc. Common Stock",6.96,-0.22,-3.064,229,230,2004,"United States","Capital Goods","Auto Parts:O.E.M.","CVGI","CVGI","CVGI","16:30:04"
"CVGW","2022-05-09","Calavo Growers Inc. Common Stock",30.72,0.3,0.986,543,244,NULL,"United States","Consumer Non-Durables","Specialty Foods","CVGW","CVGW","CVGW","16:30:04"
"CVLG","2022-05-09","Covenant Logistics Group Inc. Class A Common Stock",22.0,-0.32,-1.434,360,102,NULL,"United States","Transportation","Trucking Freight/Courier Services","CVLG","CVLG","CVLG","16:30:04"
"CVLT","2022-05-09","Commvault Systems Inc. Common Stock",57.68,-0.67,-1.148,2570,228,2006,"United States","Technology","Computer Software: Prepackaged Software","CVLT","CVLT","CVLT","16:30:04"
"CVLY","2022-05-09","Codorus Valley Bancorp Inc Common Stock",22.66,-0.53,-2.285,215,16,NULL,"United States","Finance","Savings Institutions","CVLY","CVLY","CVLY","16:30:04"
"CVRX","2022-05-09","CVRx Inc. Common Stock",5.24,-0.24,-4.38,107,121,2021,"United States","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","CVRX","CVRX","CVRX","16:30:04"
"CVT","2022-05-09","Cvent Holding Corp. Common Stock",5.36,-0.65,-10.815,2578,227,1987,"United States","Technology","Computer Software: Prepackaged Software","CVT","CVT","CVT","16:30:04"
"CVV","2022-05-09","CVD Equipment Corporation Common Stock",4.2,-0.19,-4.328,28,9,NULL,"United States","Technology","Industrial Machinery/Components","CVV","CVV","CVV","16:30:04"
"CWBC","2022-05-09","Community West Bancshares Common Stock",14.21,0.4,2.896,123,1,NULL,"United States","Finance","Major Banks","CWBC","CWBC","CWBC","16:30:04"
"CWCO","2022-05-09","Consolidated Water Co. Ltd. Ordinary Shares",10.84,0.14,1.308,165,48,NULL,"Cayman Islands","Public Utilities","Water Supply","CWCO","CWCO","CWCO","16:30:04"
"CWST","2022-05-09","Casella Waste Systems Inc. Class A Common Stock",71.25,-3.18,-4.272,3679,248,1997,"United States","Public Utilities","Environmental Services","CWST","CWST","CWST","16:30:04"
"CXDO","2022-05-09","Crexendo Inc. Common Stock",2.41,-0.21,-8.015,53,17,NULL,"United States","Consumer Services","Telecommunications Equipment","CXDO","CXDO","CXDO","16:30:04"
"CYAD","2022-05-09","Celyad Oncology SA American Depositary Shares",1.72,-0.2,-10.417,38,4,2015,"Belgium","Health Care","Biotechnology: Pharmaceutical Preparations","CYAD","CYAD","CYAD","16:30:04"
"CYAN","2022-05-09","Cyanotech Corporation Common Stock",2.82,-0.03,-1.053,17,8,NULL,"United States","Consumer Non-Durables","Farming/Seeds/Milling","CYAN","CYAN","CYAN","16:30:04"
"CYBE","2022-05-09","CyberOptics Corporation Common Stock",40.4,-2.05,-4.829,299,99,1987,"United States","Capital Goods","Electronic Components","CYBE","CYBE","CYBE","16:30:04"
"CYBR","2022-05-09","CyberArk Software Ltd. Ordinary Shares",112.86,-13.52,-10.698,4524,877,2014,"Israel","Technology","Computer Software: Prepackaged Software","CYBR","CYBR","CYBR","16:30:04"
"CYCC","2022-05-09","Cyclacel Pharmaceuticals Inc. Common Stock",1.47,-0.28,-16.0,14,57,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CYCC","CYCC","CYCC","16:30:04"
"CYN","2022-05-09","Cyngn Inc. Common Stock",4.25,0.65,18.056,115,20963,2021,"United States","Technology","EDP Services","CYN","CYN","CYN","16:30:04"
"CYRN","2022-05-09","CYREN Ltd. Ordinary Shares",1.87,-0.2,-9.662,9,350,NULL,"United States","Technology","Computer Software: Prepackaged Software","CYRN","CYRN","CYRN","16:30:04"
"CYRX","2022-05-09","CryoPort Inc. Common Stock",22.45,-1.33,-5.593,1115,677,NULL,"United States","","","CYRX","CYRX","CYRX","16:30:04"
"CYT","2022-05-09","Cyteir Therapeutics Inc. Common Stock",1.62,-0.28,-14.737,57,1028,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CYT","CYT","CYT","16:30:04"
"CYTH","2022-05-09","Cyclo Therapeutics Inc. Common Stock",2.16,-0.17,-7.296,18,28,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CYTH","CYTH","CYTH","16:30:04"
"CYTK","2022-05-09","Cytokinetics Incorporated Common Stock",34.97,-3.09,-8.119,2990,1231,2004,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","CYTK","CYTK","CYTK","16:30:04"
"CYTO","2022-05-09","Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda)",0.76,-0.06,-7.644,11,85,2014,"Bermuda","Health Care","Biotechnology: Pharmaceutical Preparations","CYTO","CYTO","CYTO","16:30:04"
"CYXT","2022-05-09","Cyxtera Technologies Inc. Class A Common Stock",10.96,-1.11,-9.196,1957,504,2020,"United States","Technology","EDP Services","CYXT","CYXT","CYXT","16:30:04"
"CZNC","2022-05-09","Citizens & Northern Corp Common Stock",24.23,0.41,1.721,381,39,NULL,"United States","Finance","Major Banks","CZNC","CZNC","CZNC","16:30:04"
"CZR","2022-05-09","Caesars Entertainment Inc. Common Stock",52.95,-7.0,-11.676,11350,5208,NULL,"United States","Consumer Services","Hotels/Resorts","CZR","CZR","CZR","16:30:04"
"CZWI","2022-05-09","Citizens Community Bancorp Inc. Common Stock",12.66,-0.37,-2.84,133,5,NULL,"United States","Finance","Savings Institutions","CZWI","CZWI","CZWI","16:30:04"
"DADA","2022-05-09","Dada Nexus Limited American Depositary Shares",5.99,-0.95,-13.689,1559,934,2020,"China","Consumer Services","Department/Specialty Retail Stores","DADA","DADA","DADA","16:30:04"
"DAIO","2022-05-09","Data I/O Corporation Common Stock",3.25,-0.11,-3.274,28,21,1981,"United States","Capital Goods","Industrial Machinery/Components","DAIO","DAIO","DAIO","16:30:04"
"DAKT","2022-05-09","Daktronics Inc. Common Stock",3.23,-0.04,-1.223,146,225,1994,"United States","Capital Goods","Office Equipment/Supplies/Services","DAKT","DAKT","DAKT","16:30:04"
"DALN","2022-05-09","DallasNews Corporation Series A Common Stock",6.63,-0.01,-0.075,35,5,NULL,"United States","Consumer Services","Newspapers/Magazines","DALN","DALN","DALN","16:30:04"
"DALS","2022-05-09","DA32 Life Science Tech Acquisition Corp. Class A Common Stock",9.7,0.0,0.0,248,5,2021,"United States","Finance","Diversified Financial Service","DALS","DALS","DALS","16:30:04"
"DAOO","2022-05-09","Crypto 1 Acquisition Corp Class A Ordinary Shares",9.9,0.0,0.0,284,8,2022,"United States","","","DAOO","DAOO","DAOO","16:30:04"
"DARE","2022-05-09","Dare Bioscience Inc. Common Stock",1.0,-0.09,-8.257,84,1667,2014,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DARE","DARE","DARE","16:30:04"
"DATS","2022-05-09","DatChat Inc. Common Stock",1.38,-0.16,-10.39,27,391,2021,"United States","Technology","Computer Software: Prepackaged Software","DATS","DATS","DATS","16:30:04"
"DAVE","2022-05-09","Dave Inc. Class A Common Stock",2.64,-0.59,-18.266,982,738,NULL,"United States","Technology","Retail: Computer Software & Peripheral Equipment","DAVE","DAVE","DAVE","16:30:04"
"DAWN","2022-05-09","Day One Biopharmaceuticals Inc. Common Stock",7.74,-0.66,-7.857,479,171,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DAWN","DAWN","DAWN","16:30:04"
"DBTX","2022-05-09","Decibel Therapeutics Inc. Common Stock",1.85,-0.22,-10.628,46,22,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DBTX","DBTX","DBTX","16:30:04"
"DBVT","2022-05-09","DBV Technologies S.A. American Depositary Shares",1.27,-0.1,-7.299,139,42,2014,"France","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","DBVT","DBVT","DBVT","16:30:04"
"DBX","2022-05-09","Dropbox Inc. Class A Common Stock",20.48,-0.66,-3.122,7740,4066,2018,"United States","Technology","Computer Software: Prepackaged Software","DBX","DBX","DBX","16:30:04"
"DCBO","2022-05-09","Docebo Inc. Common Shares",36.79,-3.58,-8.868,1209,52,NULL,"Canada","","","DCBO","DCBO","DCBO","16:30:04"
"DCFC","2022-05-09","Tritium DCFC Limited Ordinary Shares",7.27,-0.73,-9.125,984,279,NULL,"Australia","Technology","Electronic Components","DCFC","DCFC","DCFC","16:30:04"
"DCGO","2022-05-09","DocGo Inc. Common Stock",6.37,-0.03,-0.469,639,1483,2020,"United States","Health Care","Managed Health Care","DCGO","DCGO","DCGO","16:30:04"
"DCOM","2022-05-09","Dime Community Bancshares Inc. Common Stock",31.89,-0.37,-1.147,1258,171,NULL,"United States","Finance","Savings Institutions","DCOM","DCOM","DCOM","16:30:04"
"DCPH","2022-05-09","Deciphera Pharmaceuticals Inc. Common Stock",9.11,-0.57,-5.888,582,1116,2017,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DCPH","DCPH","DCPH","16:30:04"
"DCRD","2022-05-09","Decarbonization Plus Acquisition Corporation IV Class A Ordinary Share",9.92,-0.01,-0.101,392,8,2021,"United States","","","DCRD","DCRD","DCRD","16:30:04"
"DCRDU","2022-05-09","Decarbonization Plus Acquisition Corporation IV Unit",10.11,-0.06,-0.59,0,0,2021,"United States","","","DCRDU","DCRDU","DCRDU","16:30:04"
"DCT","2022-05-09","Duck Creek Technologies Inc. Common Stock",15.85,-0.02,-0.126,2100,1197,2020,"United States","Technology","Retail: Computer Software & Peripheral Equipment","DCT","DCT","DCT","16:30:04"
"DCTH","2022-05-09","Delcath Systems Inc. Common Stock",5.8,-0.15,-2.521,45,37,NULL,"United States","Health Care","Medical Specialities","DCTH","DCTH","DCTH","16:30:04"
"DDI","2022-05-09","DoubleDown Interactive Co. Ltd. American Depository Shares",10.0,-0.6,-5.66,495,25,2021,"South Korea","Technology","EDP Services","DDI","DDI","DDI","16:30:04"
"DDOG","2022-05-09","Datadog Inc. Class A Common Stock",97.38,-12.62,-11.473,30668,8840,2019,"United States","Technology","EDP Services","DDOG","DDOG","DDOG","16:30:04"
"DECAU","2022-05-09","Denali Capital Acquisition Corp. Unit",10.04,0.0,0.0,0,0,2022,"United States","","","DECAU","DECAU","DECAU","16:30:04"
"DENN","2022-05-09","Denny's Corporation Common Stock",10.11,-0.66,-6.128,623,709,NULL,"United States","Consumer Services","Restaurants","DENN","DENN","DENN","16:30:04"
"DERM","2022-05-09","Journey Medical Corporation Common Stock",3.74,0.03,0.809,65,8,2021,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DERM","DERM","DERM","16:30:04"
"DFFN","2022-05-09","Diffusion Pharmaceuticals Inc. Common Stock",6.79,-0.36,-5.035,13,95,NULL,"United States","Health Care","Biotechnology: Pharmaceutical Preparations","DFFN","DFFN","DFFN","16:30:04"
"DFH","2022-05-09","Dream Finders Homes Inc. Class A Common Stock",16.84,-0.57,-3.274,1569,212,2021,"United States","","","DFH","DFH","DFH","16:30:04"
"DGHI","2022-05-09","Digihost Technology Inc. Common Subordinate Voting Shares",1.67,-0.57,-25.446,46,182,NULL,"Canada","","","DGHI","DGHI","DGHI","16:30:04"
"DGICA","2022-05-09","Donegal Group Inc. Class A Common Stock",14.64,0.11,0.757,459,90,NULL,"United States","Finance","Property-Casualty Insurers","DGICA","DGICA","DGICA","16:30:04"
"DGICB","2022-05-09","Donegal Group Inc. Class B Common Stock",14.65,0.54,3.862,460,2,1986,"United States","Finance","Property-Casualty Insurers","DGICB","DGICB","DGICB","16:30:04"
"DGII","2022-05-09","Digi International Inc. Common Stock",19.78,0.49,2.54,692,185,1989,"United States","Technology","Computer peripheral equipment","DGII","DGII","DGII","16:30:04"
"DGLY","2022-05-09","Digital Ally Inc. Common Stock",1.02,-0.04,-3.774,50,669,NULL,"United States","Miscellaneous","Diversified Manufacture","DGLY","DGLY","DGLY","16:30:04"
"DGNU","2022-05-09","Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares",9.78,-0.02,-0.204,526,206,2021,"United States","Finance","Business Services","DGNU","DGNU","DGNU","16:30:04"
"DH","2022-05-09","Definitive Healthcare Corp. Class A Common Stock",18.44,-1.47,-7.36,1799,1418,2021,"United States","Technology","Computer Software: Prepackaged Software","DH","DH","DH","16:30:04"
"DHACU","2022-05-09","Digital Health Acquisition Corp. Unit",10.2,0.05,0.493,0,1,2021,"United States","Finance","Diversified Financial Service","DHACU","DHACU","DHACU","16:30:04"
